date_c,open_c,high_c,low_c,close_c
1633219200000.0,47634.89,49228.08,47088.0,48200.01
1633305600000.0,48200.01,49536.12,46891.0,49224.94
1633392000000.0,49224.93,51886.3,49022.4,51471.99
1633478400000.0,51471.99,55750.0,50382.41,55315.0
1633564800000.0,55315.0,55332.31,53357.0,53785.22
1633651200000.0,53785.22,56100.0,53617.61,53951.43
1633737600000.0,53955.67,55489.0,53661.67,54949.72
1633824000000.0,54949.72,56561.31,54080.0,54659.0
1633910400000.0,54659.01,57839.04,54415.06,57471.35
1633996800000.0,57471.35,57680.0,55523.25,55568.01
